GridRef,Alias,TopLat,BottomLat,LeftLon,RightLon,ZoneCount
19H1H5S4Q,19H05.4,-35,-36,-69,-68,3
19H1H6S1Q,19H06.1,-34,-35,-68,-67,11
19H1H6S2Q,19H06.2,-34,-35,-67,-66,15
19H1H6S3Q,19H06.3,-35,-36,-68,-67,6
19H1H6S4Q,19H06.4,-35,-36,-67,-66,11
19H2H1S1Q,19H07.1,-36,-37,-72,-71,60
19H2H1S2Q,19H07.2,-36,-37,-71,-70,3
19H2H1S3Q,19H07.3,-37,-38,-72,-71,27
19H2H1S4Q,19H07.4,-37,-38,-71,-70,39
19H2H2S1Q,19H08.1,-36,-37,-70,-69,12
19H2H2S2Q,19H08.2,-36,-37,-69,-68,7
19H2H2S3Q,19H08.3,-37,-38,-70,-69,3
19H2H2S4Q,19H08.4,-37,-38,-69,-68,7
19H2H3S1Q,19H09.1,-36,-37,-68,-67,10
19H2H3S2Q,19H09.2,-36,-37,-67,-66,6
19H2H3S3Q,19H09.3,-37,-38,-68,-67,7
19H2H3S4Q,19H09.4,-37,-38,-67,-66,4
19H2H4S1Q,19H10.1,-38,-39,-72,-71,23
19H2H4S2Q,19H10.2,-38,-39,-71,-70,18
19H2H4S3Q,19H10.3,-39,-40,-72,-71,20
19H2H4S4Q,19H10.4,-39,-40,-71,-70,17
19H2H5S1Q,19H11.1,-38,-39,-70,-69,8
19H2H5S2Q,19H11.2,-38,-39,-69,-68,10
19H2H5S3Q,19H11.3,-39,-40,-70,-69,2
19H2H5S4Q,19H11.4,-39,-40,-69,-68,8
19H2H6S1Q,19H12.1,-38,-39,-68,-67,4
19H2H6S2Q,19H12.2,-38,-39,-67,-66,1
19H2H6S3Q,19H12.3,-39,-40,-68,-67,17
19H2H6S4Q,19H12.4,-39,-40,-67,-66,6
19J1H1S2Q,19J01.2,-24,-25,-71,-70,3
19J1H1S4Q,19J01.4,-25,-26,-71,-70,15
19J1H2S1Q,19J02.1,-24,-25,-70,-69,9
19J1H2S2Q,19J02.2,-24,-25,-69,-68,2
19J1H2S3Q,19J02.3,-25,-26,-70,-69,16
19J1H2S4Q,19J02.4,-25,-26,-69,-68,1
19J1H3S1Q,19J03.1,-24,-25,-68,-67,2
19J1H3S2Q,19J03.2,-24,-25,-67,-66,16
19J1H3S3Q,19J03.3,-25,-26,-68,-67,4
19J1H3S4Q,19J03.4,-25,-26,-67,-66,23
19J1H4S2Q,19J04.2,-26,-27,-71,-70,11
19J1H4S4Q,19J04.4,-27,-28,-71,-70,37
19J1H5S1Q,19J05.1,-26,-27,-70,-69,32
19J1H5S2Q,19J05.2,-26,-27,-69,-68,1
19J1H5S3Q,19J05.3,-27,-28,-70,-69,14
19J1H5S4Q,19J05.4,-27,-28,-69,-68,4
19J1H6S1Q,19J06.1,-26,-27,-68,-67,1
19J1H6S2Q,19J06.2,-26,-27,-67,-66,18
19J1H6S3Q,19J06.3,-27,-28,-68,-67,26
19J1H6S4Q,19J06.4,-27,-28,-67,-66,28
19J2H1S1Q,19J07.1,-28,-29,-72,-71,29
19J2H1S2Q,19J07.2,-28,-29,-71,-70,70
19J2H1S3Q,19J07.3,-29,-30,-72,-71,74
19J2H1S4Q,19J07.4,-29,-30,-71,-70,69
19J2H2S1Q,19J08.1,-28,-29,-70,-69,26
19J2H2S2Q,19J08.2,-28,-29,-69,-68,13
19J2H2S3Q,19J08.3,-29,-30,-70,-69,15
19J2H2S4Q,19J08.4,-29,-30,-69,-68,23
19J2H3S1Q,19J09.1,-28,-29,-68,-67,43
19J2H3S2Q,19J09.2,-28,-29,-67,-66,41
19J2H3S3Q,19J09.3,-29,-30,-68,-67,28
19J2H3S4Q,19J09.4,-29,-30,-67,-66,35
19J2H4S1Q,19J10.1,-30,-31,-72,-71,143
19J2H4S2Q,19J10.2,-30,-31,-71,-70,104
19J2H4S3Q,19J10.3,-31,-32,-72,-71,48
19J2H4S4Q,19J10.4,-31,-32,-71,-70,26
19J2H5S1Q,19J11.1,-30,-31,-70,-69,17
19J2H5S2Q,19J11.2,-30,-31,-69,-68,21
19J2H5S3Q,19J11.3,-31,-32,-70,-69,13
19J2H5S4Q,19J11.4,-31,-32,-69,-68,49
19J2H6S1Q,19J12.1,-30,-31,-68,-67,18
19J2H6S2Q,19J12.2,-30,-31,-67,-66,42
19J2H6S3Q,19J12.3,-31,-32,-68,-67,9
19J2H6S4Q,19J12.4,-31,-32,-67,-66,27
19K1H1S1Q,19K01.1,-16,-17,-72,-71,486
19K1H1S2Q,19K01.2,-16,-17,-71,-70,495
19K1H1S3Q,19K01.3,-17,-18,-72,-71,133
19K1H1S4Q,19K01.4,-17,-18,-71,-70,401
19K1H2S1Q,19K02.1,-16,-17,-70,-69,1153
19K1H2S2Q,19K02.2,-16,-17,-69,-68,603
19K1H2S3Q,19K02.3,-17,-18,-70,-69,774
19K1H2S4Q,19K02.4,-17,-18,-69,-68,602
19K1H3S1Q,19K03.1,-16,-17,-68,-67,347
19K1H3S2Q,19K03.2,-16,-17,-67,-66,36
19K1H3S3Q,19K03.3,-17,-18,-68,-67,574
19K1H3S4Q,19K03.4,-17,-18,-67,-66,622
19K1H4S2Q,19K04.2,-18,-19,-71,-70,72
19K1H4S4Q,19K04.4,-19,-20,-71,-70,9
19K1H5S1Q,19K05.1,-18,-19,-70,-69,142
19K1H5S2Q,19K05.2,-18,-19,-69,-68,289
19K1H5S3Q,19K05.3,-19,-20,-70,-69,106
19K1H5S4Q,19K05.4,-19,-20,-69,-68,207
19K1H6S1Q,19K06.1,-18,-19,-68,-67,170
19K1H6S2Q,19K06.2,-18,-19,-67,-66,197
19K1H6S3Q,19K06.3,-19,-20,-68,-67,189
19K1H6S4Q,19K06.4,-19,-20,-67,-66,107
19K2H1S2Q,19K07.2,-20,-21,-71,-70,7
19K2H1S4Q,19K07.4,-21,-22,-71,-70,1
19K2H2S1Q,19K08.1,-20,-21,-70,-69,80
19K2H2S2Q,19K08.2,-20,-21,-69,-68,117
19K2H2S3Q,19K08.3,-21,-22,-70,-69,8
19K2H2S4Q,19K08.4,-21,-22,-69,-68,27
19K2H3S1Q,19K09.1,-20,-21,-68,-67,81
19K2H3S2Q,19K09.2,-20,-21,-67,-66,418
19K2H3S3Q,19K09.3,-21,-22,-68,-67,167
19K2H3S4Q,19K09.4,-21,-22,-67,-66,472
19K2H4S2Q,19K10.2,-22,-23,-71,-70,8
19K2H4S4Q,19K10.4,-23,-24,-71,-70,8
19K2H5S1Q,19K11.1,-22,-23,-70,-69,18
19K2H5S2Q,19K11.2,-22,-23,-69,-68,34
19K2H5S3Q,19K11.3,-23,-24,-70,-69,9
19K2H5S4Q,19K11.4,-23,-24,-69,-68,6
19K2H6S1Q,19K12.1,-22,-23,-68,-67,14
19K2H6S2Q,19K12.2,-22,-23,-67,-66,31
19K2H6S3Q,19K12.3,-23,-24,-68,-67,10
19K2H6S4Q,19K12.4,-23,-24,-67,-66,20
19L1H1S1Q,19L01.1,-8,-9,-72,-71,13
19L1H1S2Q,19L01.2,-8,-9,-71,-70,20
19L1H1S3Q,19L01.3,-9,-10,-72,-71,11
19L1H1S4Q,19L01.4,-9,-10,-71,-70,21
19L1H2S1Q,19L02.1,-8,-9,-70,-69,4
19L1H2S3Q,19L02.3,-9,-10,-70,-69,2
19L1H2S4Q,19L02.4,-9,-10,-69,-68,13
19L1H3S1Q,19L03.1,-8,-9,-68,-67,13
19L1H3S2Q,19L03.2,-8,-9,-67,-66,3
19L1H3S3Q,19L03.3,-9,-10,-68,-67,167
19L1H3S4Q,19L03.4,-9,-10,-67,-66,30
19L1H4S1Q,19L04.1,-10,-11,-72,-71,5
19L1H4S2Q,19L04.2,-10,-11,-71,-70,5
19L1H4S3Q,19L04.3,-11,-12,-72,-71,4
19L1H4S4Q,19L04.4,-11,-12,-71,-70,8
19L1H5S1Q,19L05.1,-10,-11,-70,-69,37
19L1H5S2Q,19L05.2,-10,-11,-69,-68,32
19L1H5S3Q,19L05.3,-11,-12,-70,-69,64
19L1H5S4Q,19L05.4,-11,-12,-69,-68,151
19L1H6S1Q,19L06.1,-10,-11,-68,-67,91
19L1H6S2Q,19L06.2,-10,-11,-67,-66,144
19L1H6S3Q,19L06.3,-11,-12,-68,-67,96
19L1H6S4Q,19L06.4,-11,-12,-67,-66,77
19L2H1S1Q,19L07.1,-12,-13,-72,-71,13
19L2H1S2Q,19L07.2,-12,-13,-71,-70,18
19L2H1S3Q,19L07.3,-13,-14,-72,-71,82
19L2H1S4Q,19L07.4,-13,-14,-71,-70,40
19L2H2S1Q,19L08.1,-12,-13,-70,-69,32
19L2H2S2Q,19L08.2,-12,-13,-69,-68,21
19L2H2S3Q,19L08.3,-13,-14,-70,-69,16
19L2H2S4Q,19L08.4,-13,-14,-69,-68,14
19L2H3S1Q,19L09.1,-12,-13,-68,-67,14
19L2H3S2Q,19L09.2,-12,-13,-67,-66,49
19L2H3S3Q,19L09.3,-13,-14,-68,-67,4
19L2H3S4Q,19L09.4,-13,-14,-67,-66,28
19L2H4S1Q,19L10.1,-14,-15,-72,-71,1087
19L2H4S2Q,19L10.2,-14,-15,-71,-70,46
19L2H4S3Q,19L10.3,-15,-16,-72,-71,1602
19L2H4S4Q,19L10.4,-15,-16,-71,-70,581
19L2H5S1Q,19L11.1,-14,-15,-70,-69,381
19L2H5S2Q,19L11.2,-14,-15,-69,-68,77
19L2H5S3Q,19L11.3,-15,-16,-70,-69,562
19L2H5S4Q,19L11.4,-15,-16,-69,-68,393
19L2H6S1Q,19L12.1,-14,-15,-68,-67,48
19L2H6S2Q,19L12.2,-14,-15,-67,-66,63
19L2H6S3Q,19L12.3,-15,-16,-68,-67,211
19L2H6S4Q,19L12.4,-15,-16,-67,-66,14
19M1H1S1Q,19M01.1,0,-1,-72,-71,3
19M1H1S2Q,19M01.2,0,-1,-71,-70,9
19M1H1S3Q,19M01.3,-1,-2,-72,-71,11
19M1H1S4Q,19M01.4,-1,-2,-71,-70,8
19M1H2S2Q,19M02.2,0,-1,-69,-68,1
19M1H2S3Q,19M02.3,-1,-2,-70,-69,11
19M1H2S4Q,19M02.4,-1,-2,-69,-68,3
19M1H3S1Q,19M03.1,0,-1,-68,-67,2
19M1H3S2Q,19M03.2,0,-1,-67,-66,13
19M1H3S3Q,19M03.3,-1,-2,-68,-67,2
19M1H3S4Q,19M03.4,-1,-2,-67,-66,4
19M1H4S1Q,19M04.1,-2,-3,-72,-71,19
19M1H4S2Q,19M04.2,-2,-3,-71,-70,28
19M1H4S3Q,19M04.3,-3,-4,-72,-71,85
19M1H4S4Q,19M04.4,-3,-4,-71,-70,25
19M1H5S1Q,19M05.1,-2,-3,-70,-69,17
19M1H5S2Q,19M05.2,-2,-3,-69,-68,10
19M1H5S3Q,19M05.3,-3,-4,-70,-69,15
19M1H5S4Q,19M05.4,-3,-4,-69,-68,23
19M1H6S1Q,19M06.1,-2,-3,-68,-67,22
19M1H6S2Q,19M06.2,-2,-3,-67,-66,17
19M1H6S3Q,19M06.3,-3,-4,-68,-67,7
19M1H6S4Q,19M06.4,-3,-4,-67,-66,20
19M2H1S1Q,19M07.1,-4,-5,-72,-71,34
19M2H1S2Q,19M07.2,-4,-5,-71,-70,45
19M2H1S3Q,19M07.3,-5,-6,-72,-71,1
19M2H2S1Q,19M08.1,-4,-5,-70,-69,35
19M2H2S2Q,19M08.2,-4,-5,-69,-68,2
19M2H2S4Q,19M08.4,-5,-6,-69,-68,1
19M2H3S1Q,19M09.1,-4,-5,-68,-67,2
19M2H3S2Q,19M09.2,-4,-5,-67,-66,11
19M2H3S3Q,19M09.3,-5,-6,-68,-67,7
19M2H3S4Q,19M09.4,-5,-6,-67,-66,1
19M2H4S1Q,19M10.1,-6,-7,-72,-71,12
19M2H4S2Q,19M10.2,-6,-7,-71,-70,20
19M2H4S3Q,19M10.3,-7,-8,-72,-71,31
19M2H4S4Q,19M10.4,-7,-8,-71,-70,27
19M2H5S1Q,19M11.1,-6,-7,-70,-69,13
19M2H5S2Q,19M11.2,-6,-7,-69,-68,5
19M2H5S3Q,19M11.3,-7,-8,-70,-69,8
19M2H5S4Q,19M11.4,-7,-8,-69,-68,11
19M2H6S1Q,19M12.1,-6,-7,-68,-67,1
19M2H6S3Q,19M12.3,-7,-8,-68,-67,12
19M2H6S4Q,19M12.4,-7,-8,-67,-66,10
19N1H1S1Q,19N01.1,8,7,-72,-71,458
19N1H1S2Q,19N01.2,8,7,-71,-70,309
19N1H1S3Q,19N01.3,7,6,-72,-71,233
19N1H1S4Q,19N01.4,7,6,-71,-70,339
19N1H2S1Q,19N02.1,8,7,-70,-69,264
19N1H2S2Q,19N02.2,8,7,-69,-68,267
19N1H2S3Q,19N02.3,7,6,-70,-69,36
19N1H2S4Q,19N02.4,7,6,-69,-68,57
19N1H3S1Q,19N03.1,8,7,-68,-67,366
19N1H3S2Q,19N03.2,8,7,-67,-66,291
19N1H3S3Q,19N03.3,7,6,-68,-67,132
19N1H3S4Q,19N03.4,7,6,-67,-66,68
19N1H4S1Q,19N04.1,6,5,-72,-71,142
19N1H4S2Q,19N04.2,6,5,-71,-70,41
19N1H4S3Q,19N04.3,5,4,-72,-71,24
19N1H4S4Q,19N04.4,5,4,-71,-70,79
19N1H5S1Q,19N05.1,6,5,-70,-69,3
19N1H5S3Q,19N05.3,5,4,-70,-69,20
19N1H5S4Q,19N05.4,5,4,-69,-68,7
19N1H6S1Q,19N06.1,6,5,-68,-67,53
19N1H6S2Q,19N06.2,6,5,-67,-66,31
19N1H6S3Q,19N06.3,5,4,-68,-67,45
19N1H6S4Q,19N06.4,5,4,-67,-66,3
19N2H1S1Q,19N07.1,4,3,-72,-71,1
19N2H1S2Q,19N07.2,4,3,-71,-70,14
19N2H1S3Q,19N07.3,3,2,-72,-71,16
19N2H1S4Q,19N07.4,3,2,-71,-70,16
19N2H2S1Q,19N08.1,4,3,-70,-69,51
19N2H2S2Q,19N08.2,4,3,-69,-68,38
19N2H2S3Q,19N08.3,3,2,-70,-69,20
19N2H2S4Q,19N08.4,3,2,-69,-68,27
19N2H3S1Q,19N09.1,4,3,-68,-67,48
19N2H3S2Q,19N09.2,4,3,-67,-66,1
19N2H3S3Q,19N09.3,3,2,-68,-67,46
19N2H3S4Q,19N09.4,3,2,-67,-66,23
19N2H4S1Q,19N10.1,2,1,-72,-71,16
19N2H4S2Q,19N10.2,2,1,-71,-70,8
19N2H4S3Q,19N10.3,1,0,-72,-71,9
19N2H4S4Q,19N10.4,1,0,-71,-70,20
19N2H5S1Q,19N11.1,2,1,-70,-69,36
19N2H5S2Q,19N11.2,2,1,-69,-68,10
19N2H5S3Q,19N11.3,1,0,-70,-69,30
19N2H5S4Q,19N11.4,1,0,-69,-68,14
19N2H6S1Q,19N12.1,2,1,-68,-67,31
19N2H6S2Q,19N12.2,2,1,-67,-66,30
19N2H6S3Q,19N12.3,1,0,-68,-67,44
19N2H6S4Q,19N12.4,1,0,-67,-66,9
19P1H4S3Q,19P04.3,13,12,-72,-71,338
19P1H4S4Q,19P04.4,13,12,-71,-70,105
19P1H5S3Q,19P05.3,13,12,-70,-69,115
19P1H5S4Q,19P05.4,13,12,-69,-68,131
19P2H1S1Q,19P07.1,12,11,-72,-71,205
19P2H1S2Q,19P07.2,12,11,-71,-70,463
19P2H1S3Q,19P07.3,11,10,-72,-71,898
19P2H1S4Q,19P07.4,11,10,-71,-70,794
19P2H2S1Q,19P08.1,12,11,-70,-69,686
19P2H2S2Q,19P08.2,12,11,-69,-68,212
19P2H2S3Q,19P08.3,11,10,-70,-69,1084
19P2H2S4Q,19P08.4,11,10,-69,-68,616
19P2H3S1Q,19P09.1,12,11,-68,-67,1
19P2H3S2Q,19P09.2,12,11,-67,-66,1
19P2H3S3Q,19P09.3,11,10,-68,-67,872
19P2H3S4Q,19P09.4,11,10,-67,-66,1455
19P2H4S1Q,19P10.1,10,9,-72,-71,230
19P2H4S2Q,19P10.2,10,9,-71,-70,932
19P2H4S3Q,19P10.3,9,8,-72,-71,849
19P2H4S4Q,19P10.4,9,8,-71,-70,569
19P2H5S1Q,19P11.1,10,9,-70,-69,971
19P2H5S2Q,19P11.2,10,9,-69,-68,705
19P2H5S3Q,19P11.3,9,8,-70,-69,542
19P2H5S4Q,19P11.4,9,8,-69,-68,320
19P2H6S1Q,19P12.1,10,9,-68,-67,582
19P2H6S2Q,19P12.2,10,9,-67,-66,532
19P2H6S3Q,19P12.3,9,8,-68,-67,313
19P2H6S4Q,19P12.4,9,8,-67,-66,154
19Q1H4S1Q,19Q04.1,22,21,-72,-71,12
19Q2H1S1Q,19Q07.1,20,19,-72,-71,1871
19Q2H1S2Q,19Q07.2,20,19,-71,-70,2001
19Q2H1S3Q,19Q07.3,19,18,-72,-71,1503
19Q2H1S4Q,19Q07.4,19,18,-71,-70,1535
19Q2H2S1Q,19Q08.1,20,19,-70,-69,500
19Q2H2S2Q,19Q08.2,20,19,-69,-68,1
19Q2H2S3Q,19Q08.3,19,18,-70,-69,1510
19Q2H2S4Q,19Q08.4,19,18,-69,-68,481
19Q2H3S3Q,19Q09.3,19,18,-68,-67,312
19Q2H3S4Q,19Q09.4,19,18,-67,-66,1513
19Q2H4S1Q,19Q10.1,18,17,-72,-71,42
19Q2H6S1Q,19Q12.1,18,17,-68,-67,9
19Q2H6S2Q,19Q12.2,18,17,-67,-66,183
19T1H1S2Q,19T01.2,48,47,-71,-70,13
19T1H1S3Q,19T01.3,47,46,-72,-71,38
19T1H1S4Q,19T01.4,47,46,-71,-70,21
19T1H2S1Q,19T02.1,48,47,-70,-69,10
19T1H2S2Q,19T02.2,48,47,-69,-68,49
19T1H2S3Q,19T02.3,47,46,-70,-69,6
19T1H2S4Q,19T02.4,47,46,-69,-68,82
19T1H3S1Q,19T03.1,48,47,-68,-67,9
19T1H3S3Q,19T03.3,47,46,-68,-67,76
19T1H3S4Q,19T03.4,47,46,-67,-66,8
19T1H4S1Q,19T04.1,46,45,-72,-71,70
19T1H4S2Q,19T04.2,46,45,-71,-70,49
19T1H4S3Q,19T04.3,45,44,-72,-71,191
19T1H4S4Q,19T04.4,45,44,-71,-70,293
19T1H5S1Q,19T05.1,46,45,-70,-69,116
19T1H5S2Q,19T05.2,46,45,-69,-68,103
19T1H5S3Q,19T05.3,45,44,-70,-69,473
19T1H5S4Q,19T05.4,45,44,-69,-68,268
19T1H6S1Q,19T06.1,46,45,-68,-67,73
19T1H6S2Q,19T06.2,46,45,-67,-66,38
19T1H6S3Q,19T06.3,45,44,-68,-67,75
19T1H6S4Q,19T06.4,45,44,-67,-66,10
19T2H1S1Q,19T07.1,44,43,-72,-71,399
19T2H1S2Q,19T07.2,44,43,-71,-70,528
19T2H1S3Q,19T07.3,43,42,-72,-71,1060
19T2H1S4Q,19T07.4,43,42,-71,-70,398
19T2H2S1Q,19T08.1,44,43,-70,-69,105
19T2H2S2Q,19T08.2,44,43,-69,-68,2
19T2H3S2Q,19T09.2,44,43,-67,-66,5
19T2H4S1Q,19T10.1,42,41,-72,-71,598
19T2H4S2Q,19T10.2,42,41,-71,-70,418
19T2H5S1Q,19T11.1,42,41,-70,-69,30
19U1H3S2Q,19U03.2,56,55,-67,-66,1
19U1H3S4Q,19U03.4,55,54,-67,-66,8
19U1H6S2Q,19U06.2,54,53,-67,-66,8
19U1H6S3Q,19U06.3,53,52,-68,-67,1
19U1H6S4Q,19U06.4,53,52,-67,-66,4
19U2H3S4Q,19U09.4,51,50,-67,-66,3
19U2H4S3Q,19U10.3,49,48,-72,-71,23
19U2H4S4Q,19U10.4,49,48,-71,-70,2
19U2H5S2Q,19U11.2,50,49,-69,-68,5
19U2H5S3Q,19U11.3,49,48,-70,-69,10
19U2H5S4Q,19U11.4,49,48,-69,-68,5
19U2H6S1Q,19U12.1,50,49,-68,-67,4
19U2H6S2Q,19U12.2,50,49,-67,-66,6
19U2H6S3Q,19U12.3,49,48,-68,-67,4
19U2H6S4Q,19U12.4,49,48,-67,-66,7
19V1H2S2Q,19V02.2,64,63,-69,-68,1
19V1H2S3Q,19V02.3,63,62,-70,-69,1
19V1H4S1Q,19V04.1,62,61,-72,-71,1
19V1H4S4Q,19V04.4,61,60,-71,-70,1
19V1H5S1Q,19V05.1,62,61,-70,-69,1
19V2H2S1Q,19V08.1,60,59,-70,-69,1
19V2H2S3Q,19V08.3,59,58,-70,-69,1
19V2H2S4Q,19V08.4,59,58,-69,-68,1
19W1H2S4Q,19W02.4,71,70,-69,-68,1
19W2H6S2Q,19W12.2,66,65,-67,-66,1
19X1H4S1Q,19X04.1,78,77,-72,-71,5
19X1H4S2Q,19X04.2,78,77,-71,-70,4
19X1H5S1Q,19X05.1,78,77,-70,-69,3
19X1H5S2Q,19X05.2,78,77,-69,-68,3
19X1H5S3Q,19X05.3,77,76,-70,-69,2
19X1H5S4Q,19X05.4,77,76,-69,-68,4
19X1H6S1Q,19X06.1,78,77,-68,-67,3
19X1H6S2Q,19X06.2,78,77,-67,-66,2
19X2H3S2Q,19X09.2,76,75,-67,-66,1
20F1H6S3Q,20F06.3,-51,-52,-62,-61,2
20F1H6S4Q,20F06.4,-51,-52,-61,-60,10
20F2H3S2Q,20F09.2,-52,-53,-61,-60,2
20F2H4S1Q,20F10.1,-54,-55,-66,-65,3
20G1H1S1Q,20G01.1,-40,-41,-66,-65,7
20G1H1S2Q,20G01.2,-40,-41,-65,-64,9
20G1H1S3Q,20G01.3,-41,-42,-66,-65,3
20G1H2S1Q,20G02.1,-40,-41,-64,-63,8
20G1H2S2Q,20G02.2,-40,-41,-63,-62,7
20G1H2S3Q,20G02.3,-41,-42,-64,-63,2
20G1H2S4Q,20G02.4,-41,-42,-63,-62,2
20G1H4S1Q,20G04.1,-42,-43,-66,-65,4
20G1H4S2Q,20G04.2,-42,-43,-65,-64,1
20G1H4S3Q,20G04.3,-43,-44,-66,-65,9
20G1H5S1Q,20G05.1,-42,-43,-64,-63,1
20G2H1S1Q,20G07.1,-44,-45,-66,-65,2
20G2H4S3Q,20G10.3,-47,-48,-66,-65,3
20H1H1S1Q,20H01.1,-32,-33,-66,-65,86
20H1H1S2Q,20H01.2,-32,-33,-65,-64,68
20H1H1S3Q,20H01.3,-33,-34,-66,-65,29
20H1H1S4Q,20H01.4,-33,-34,-65,-64,37
20H1H2S1Q,20H02.1,-32,-33,-64,-63,42
20H1H2S2Q,20H02.2,-32,-33,-63,-62,39
20H1H2S3Q,20H02.3,-33,-34,-64,-63,25
20H1H2S4Q,20H02.4,-33,-34,-63,-62,27
20H1H3S1Q,20H03.1,-32,-33,-62,-61,47
20H1H3S2Q,20H03.2,-32,-33,-61,-60,75
20H1H3S3Q,20H03.3,-33,-34,-62,-61,53
20H1H3S4Q,20H03.4,-33,-34,-61,-60,89
20H1H4S1Q,20H04.1,-34,-35,-66,-65,10
20H1H4S2Q,20H04.2,-34,-35,-65,-64,19
20H1H4S3Q,20H04.3,-35,-36,-66,-65,16
20H1H4S4Q,20H04.4,-35,-36,-65,-64,21
20H1H5S1Q,20H05.1,-34,-35,-64,-63,23
20H1H5S2Q,20H05.2,-34,-35,-63,-62,31
20H1H5S3Q,20H05.3,-35,-36,-64,-63,28
20H1H5S4Q,20H05.4,-35,-36,-63,-62,36
20H1H6S1Q,20H06.1,-34,-35,-62,-61,41
20H1H6S2Q,20H06.2,-34,-35,-61,-60,52
20H1H6S3Q,20H06.3,-35,-36,-62,-61,39
20H1H6S4Q,20H06.4,-35,-36,-61,-60,50
20H2H1S1Q,20H07.1,-36,-37,-66,-65,6
20H2H1S2Q,20H07.2,-36,-37,-65,-64,11
20H2H1S3Q,20H07.3,-37,-38,-66,-65,3
20H2H1S4Q,20H07.4,-37,-38,-65,-64,13
20H2H2S1Q,20H08.1,-36,-37,-64,-63,24
20H2H2S2Q,20H08.2,-36,-37,-63,-62,28
20H2H2S3Q,20H08.3,-37,-38,-64,-63,23
20H2H2S4Q,20H08.4,-37,-38,-63,-62,26
20H2H3S1Q,20H09.1,-36,-37,-62,-61,26
20H2H3S2Q,20H09.2,-36,-37,-61,-60,25
20H2H3S3Q,20H09.3,-37,-38,-62,-61,24
20H2H3S4Q,20H09.4,-37,-38,-61,-60,21
20H2H4S1Q,20H10.1,-38,-39,-66,-65,3
20H2H4S2Q,20H10.2,-38,-39,-65,-64,6
20H2H4S3Q,20H10.3,-39,-40,-66,-65,11
20H2H4S4Q,20H10.4,-39,-40,-65,-64,3
20H2H5S1Q,20H11.1,-38,-39,-64,-63,9
20H2H5S2Q,20H11.2,-38,-39,-63,-62,50
20H2H5S4Q,20H11.4,-39,-40,-63,-62,10
20H2H6S1Q,20H12.1,-38,-39,-62,-61,33
20H2H6S2Q,20H12.2,-38,-39,-61,-60,26
20H2H6S3Q,20H12.3,-39,-40,-62,-61,1
20J1H1S1Q,20J01.1,-24,-25,-66,-65,81
20J1H1S2Q,20J01.2,-24,-25,-65,-64,48
20J1H1S3Q,20J01.3,-25,-26,-66,-65,50
20J1H1S4Q,20J01.4,-25,-26,-65,-64,49
20J1H2S1Q,20J02.1,-24,-25,-64,-63,5
20J1H2S2Q,20J02.2,-24,-25,-63,-62,14
20J1H2S3Q,20J02.3,-25,-26,-64,-63,22
20J1H2S4Q,20J02.4,-25,-26,-63,-62,3
20J1H3S1Q,20J03.1,-24,-25,-62,-61,11
20J1H3S2Q,20J03.2,-24,-25,-61,-60,12
20J1H3S4Q,20J03.4,-25,-26,-61,-60,11
20J1H4S1Q,20J04.1,-26,-27,-66,-65,129
20J1H4S2Q,20J04.2,-26,-27,-65,-64,72
20J1H4S3Q,20J04.3,-27,-28,-66,-65,150
20J1H4S4Q,20J04.4,-27,-28,-65,-64,124
20J1H5S1Q,20J05.1,-26,-27,-64,-63,40
20J1H5S2Q,20J05.2,-26,-27,-63,-62,13
20J1H5S3Q,20J05.3,-27,-28,-64,-63,59
20J1H5S4Q,20J05.4,-27,-28,-63,-62,27
20J1H6S1Q,20J06.1,-26,-27,-62,-61,11
20J1H6S2Q,20J06.2,-26,-27,-61,-60,19
20J1H6S3Q,20J06.3,-27,-28,-62,-61,31
20J1H6S4Q,20J06.4,-27,-28,-61,-60,13
20J2H1S1Q,20J07.1,-28,-29,-66,-65,127
20J2H1S2Q,20J07.2,-28,-29,-65,-64,67
20J2H1S3Q,20J07.3,-29,-30,-66,-65,56
20J2H1S4Q,20J07.4,-29,-30,-65,-64,20
20J2H2S1Q,20J08.1,-28,-29,-64,-63,41
20J2H2S2Q,20J08.2,-28,-29,-63,-62,22
20J2H2S3Q,20J08.3,-29,-30,-64,-63,100
20J2H2S4Q,20J08.4,-29,-30,-63,-62,25
20J2H3S1Q,20J09.1,-28,-29,-62,-61,8
20J2H3S2Q,20J09.2,-28,-29,-61,-60,4
20J2H3S3Q,20J09.3,-29,-30,-62,-61,11
20J2H3S4Q,20J09.4,-29,-30,-61,-60,14
20J2H4S1Q,20J10.1,-30,-31,-66,-65,29
20J2H4S2Q,20J10.2,-30,-31,-65,-64,123
20J2H4S3Q,20J10.3,-31,-32,-66,-65,90
20J2H4S4Q,20J10.4,-31,-32,-65,-64,156
20J2H5S1Q,20J11.1,-30,-31,-64,-63,57
20J2H5S2Q,20J11.2,-30,-31,-63,-62,18
20J2H5S3Q,20J11.3,-31,-32,-64,-63,69
20J2H5S4Q,20J11.4,-31,-32,-63,-62,46
20J2H6S1Q,20J12.1,-30,-31,-62,-61,47
20J2H6S2Q,20J12.2,-30,-31,-61,-60,29
20J2H6S3Q,20J12.3,-31,-32,-62,-61,70
20J2H6S4Q,20J12.4,-31,-32,-61,-60,80
20K1H1S1Q,20K01.1,-16,-17,-66,-65,27
20K1H1S2Q,20K01.2,-16,-17,-65,-64,9
20K1H1S3Q,20K01.3,-17,-18,-66,-65,277
